invoice_id,invoice_number,vendor_id,invoice_date,po_id,subtotal,gst_rate,gst_amount,total_amount,bank_account,approver_employee_id,payment_status,is_fraud,fraud_type
INV01008,V026/2025/01008,V026,2025-10-04,PO00111,286853.6,12,34422.43,321276.03,100000205894,E007,Paid,0,none
INV01009,V009/2025/01009,V009,2025-03-18,PO00305,327714.79,12,39325.77,367040.56,100000071271,E003,Paid,0,none
INV01010,V026/2025/01010,V026,2025-01-15,,404274.78,12,48512.97,452787.75,100000205894,E011,Paid,0,none
INV01011,V009/2025/01011,V009,2025-10-26,PO00411,409617.75,12,49154.13,458771.88,100000071271,E018,Paid,0,none
INV01012,V020/2026/01012,V020,2026-05-30,PO00461,380417.57,5,19020.88,399438.45,100000158380,E015,Paid,0,none
INV01013,V019/2025/01013,V019,2025-10-26,PO00223,350828.57,28,98232.0,449060.57,100000150461,E006,Paid,0,none
INV01014,V018/2025/01014,V018,2025-06-06,PO00221,372695.76,12,44723.49,417419.25,100000142542,E005,Paid,0,none
INV01015,V025/2025/01015,V025,2025-06-16,,268960.17,12,32275.22,301235.39,100000197975,E007,Pending,0,none
INV01016,V017/2026/01016,V017,2026-04-15,,58897.35,28,16491.26,75388.61,100000134623,E013,Paid,0,none
INV01017,V026/2025/01017,V026,2025-11-16,PO00269,353719.28,12,42446.31,396165.59,100000205894,E007,Pending,0,none
INV01018,V008/2025/01018,V008,2025-07-30,,310314.54,28,86888.07,397202.61,100000063352,E012,Paid,0,none
INV01019,V019/2026/01019,V019,2026-03-04,PO00434,379169.91,28,106167.58,485337.49,100000150461,E012,Paid,0,none
INV01020,V005/2025/01020,V005,2025-01-31,PO00040,84726.64,18,15250.8,99977.44,100000039595,E004,Paid,0,none
INV01021,V028/2025/01021,V028,2025-05-08,PO00073,342443.18,18,61639.77,404082.95,100000221732,E007,Paid,0,none
INV01022,V014/2025/01022,V014,2025-12-09,PO00302,251996.8,28,70559.1,322555.9,100000110866,E005,Paid,0,none
INV01023,V010/2026/01023,V010,2026-04-06,PO00340,394632.94,5,19731.65,414364.59,100000079190,E007,Paid,0,none
INV01024,V001/2026/01024,V001,2026-01-07,PO00153,163282.33,12,19593.88,182876.21,100000007919,E020,Paid,0,none
INV01025,V011/2025/01025,V011,2025-11-21,PO00427,281941.17,28,78943.53,360884.7,100000087109,E013,Paid,0,none
INV01026,V024/2026/01026,V024,2026-06-17,PO00413,327349.89,28,91657.97,419007.86,100000190056,E010,Paid,0,none
INV01027,V011/2026/01027,V011,2026-03-23,PO00187,238180.83,28,66690.63,304871.46,100000087109,E007,Paid,0,none
INV01028,V005/2026/01028,V005,2026-03-19,PO00204,155981.96,18,28076.75,184058.71,100000039595,E006,Paid,0,none
INV01029,V018/2025/01029,V018,2025-08-04,PO00095,255765.96,12,30691.92,286457.88,100000142542,E001,Pending,1,po_overbilling
INV01030,V012/2026/01030,V012,2026-05-31,PO00447,101465.24,18,18263.74,119728.98,100000095028,E014,Paid,0,none
INV01031,V023/2026/01031,V023,2026-05-16,,87125.26,18,15682.55,102807.81,100000182137,E012,Paid,0,none
INV01032,V025/2025/01032,V025,2025-03-05,PO00009,2181815.57,12,261817.87,2443633.44,100000197975,E002,Paid,1,threshold_avoidance
INV01033,V019/2026/01033,V019,2026-06-10,,508404.11,28,142353.15,650757.26,100000150461,E014,Pending,0,none
INV01034,V026/2026/01034,V026,2026-01-12,PO00479,410692.78,12,49283.13,459975.91,100000205894,E020,Paid,0,none
INV01035,V022/2026/01035,V022,2026-06-15,PO00170,285248.91,28,79869.69,365118.6,100000174218,E002,Paid,0,none
INV01036,V005/2026/01036,V005,2026-06-08,PO00204,106327.58,18,19138.96,125466.54,100000039595,E010,Paid,0,none
INV01037,V004/2025/01037,V004,2025-02-26,PO00352,74876.18,18,13477.71,88353.89,100000031676,E017,Paid,0,none
INV01038,V027/2025/01038,V027,2025-04-03,PO00145,264431.82,5,13221.59,277653.41,100000213813,E005,Paid,0,none
INV01039,V009/2026/01039,V009,2026-05-05,,271208.18,12,32544.98,303753.16,100000071271,E001,Pending,0,none
INV01040,V030/2025/01040,V030,2025-04-28,PO00159,440092.9,12,52811.15,492904.05,100000237570,E015,Paid,1,gst_mismatch
INV01041,V023/2026/01041,V023,2026-03-16,PO00323,47179.03,18,8492.22,55671.25,100000182137,E016,Paid,0,none
INV01042,V030/2025/01042,V030,2025-02-21,PO00265,347674.54,5,17383.73,365058.27,100000237570,E012,Paid,0,none
INV01043,V005/2025/01043,V005,2025-01-30,PO00356,2043847.26,18,367892.51,2411739.77,100000039595,E011,Paid,1,threshold_avoidance
INV01044,V026/2025/01044,V026,2025-11-02,,430781.42,12,51693.77,482475.19,100000205894,E014,Paid,0,none
INV01045,V027/2025/01045,V027,2025-05-31,PO00145,181755.17,5,9087.76,190842.93,100000213813,E009,Paid,0,none
INV01046,V005/2025/01046,V005,2025-09-18,PO00270,77670.59,18,13980.71,91651.3,100000039595,E007,Pending,0,none
INV01047,V011/2025/01047,V011,2025-02-10,PO00355,278968.25,28,78111.11,357079.36,100000087109,E019,Paid,0,none
INV01048,V002/2025/01048,V002,2025-10-08,PO00151,386705.29,28,108277.48,494982.77,100000015838,E003,Paid,1,threshold_avoidance
INV01049,V003/2025/01049,V003,2025-04-03,PO00295,285691.21,5,14284.56,299975.77,100109884478,E004,Pending,1,bank_account_change
INV01050,V001/2026/01050,V001,2026-03-05,PO00441,25483.26,12,3057.99,28541.25,100000007919,E014,Pending,0,none
INV01051,V002/2026/01051,V002,2026-01-01,PO00278,484924.07,28,135778.74,620702.81,100000015838,E015,Pending,0,none
INV01052,V002/2026/01052,V002,2026-06-05,PO00151,178398.37,28,49951.54,228349.91,100000015838,E004,Paid,0,none
INV01053,V012/2025/01053,V012,2025-10-14,,146804.91,18,26424.88,173229.79,100000095028,E003,Paid,0,none
INV01054,V017/2025/01054,V017,2025-08-18,,42086.99,28,11784.36,53871.35,100000134623,E015,Pending,0,none
INV01055,V002/2026/01055,V002,2026-05-17,PO00350,254048.46,28,71133.57,325182.03,100000015838,E008,Pending,0,none
INV01056,V019/2026/01056,V019,2026-05-25,PO00168,504288.29,28,141200.72,645489.01,100000150461,E005,Pending,0,none
INV01057,V021/2025/01057,V021,2025-10-13,PO00162,103617.29,28,29012.84,132630.13,100000166299,E003,Paid,0,none
INV01058,V026/2026/01058,V026,2026-01-03,PO00293,236270.99,12,28352.52,264623.51,100000205894,E003,Pending,0,none
INV01059,V016/2026/01059,V016,2026-06-03,PO00471,305782.4,5,15289.12,321071.52,100000126704,E005,Paid,0,none
INV01060,V001/2025/01060,V001,2025-12-10,PO00153,56943.07,12,6833.17,63776.24,100000007919,E007,Paid,0,none
INV01061,V026/2025/01061,V026,2025-05-27,PO00192,420216.12,12,50425.93,470642.05,100000205894,E005,Pending,0,none
INV01062,V029/2025/01062,V029,2025-04-12,PO00025,307820.68,12,36938.48,344759.16,100000229651,E014,Paid,0,none
INV01063,V008/2026/01063,V008,2026-01-04,PO00458,359034.84,28,100529.76,459564.6,100000063352,E013,Paid,0,none
INV01064,V020/2026/01064,V020,2026-01-28,PO00112,189357.2,5,9467.86,198825.06,100000158380,E017,Paid,0,none
INV01065,V029/2026/01065,V029,2026-03-28,PO00174,160276.08,28,44877.3,205153.38,100000229651,E006,Paid,1,gst_mismatch
INV01066,V013/2025/01066,V013,2025-01-03,PO00404,292469.95,12,35096.39,327566.34,100000102947,E006,Rejected,0,none
INV01067,V028/2025/01067,V028,2025-04-16,PO00379,246761.76,18,44417.12,291178.88,100000221732,E007,Pending,0,none
INV01068,V018/2025/01068,V018,2025-09-04,PO00095,283090.13,12,33970.82,317060.95,100000142542,E015,Rejected,0,none
INV01069,V012/2025/01069,V012,2025-10-28,PO00365,89175.0,18,16051.5,105226.5,100000095028,E009,Pending,0,none
INV01070,V012/2026/01070,V012,2026-01-14,PO00322,196904.23,18,35442.76,232346.99,100000095028,E011,Pending,0,none
INV01071,V001/2026/01071,V001,2026-06-05,PO00153,60614.37,12,7273.72,67888.09,100000007919,E001,Paid,0,none
INV01072,V016/2026/01072,V016,2026-01-25,PO00100,504181.25,5,25209.06,529390.31,100000126704,E002,Paid,0,none
INV01073,V024/2025/01073,V024,2025-01-26,PO00436,231802.7,28,64904.76,296707.46,100000190056,E013,Paid,0,none
INV01074,V026/2025/01074,V026,2025-01-24,,365150.03,12,43818.0,408968.03,100000205894,E016,Paid,0,none
INV01075,V030/2026/01075,V030,2026-06-01,PO00256,365560.95,5,18278.05,383839.0,100000237570,E010,Paid,0,none
INV01076,V030/2025/01076,V030,2025-04-10,PO00398,313331.72,5,15666.59,328998.31,100000237570,E010,Paid,0,none
INV01077,V003/2026/01077,V003,2026-05-10,PO00450,170094.46,5,8504.72,178599.18,100000023757,E006,Paid,0,none
INV01078,V001/2025/01078,V001,2025-07-24,PO00296,80255.39,12,9630.65,89886.04,100000007919,E007,Paid,0,none
INV01079,V020/2025/01079,V020,2025-07-05,PO00052,104506.05,5,5225.3,109731.35,100000158380,E011,Paid,0,none
INV01080,V021/2025/01080,V021,2025-04-26,PO00177,136704.04,28,38277.13,174981.17,100000166299,E019,Paid,0,none
INV01081,V020/2026/01081,V020,2026-04-02,PO00406,114411.91,5,5720.6,120132.51,100000158380,E003,Paid,0,none
INV01082,V015/2026/01082,V015,2026-05-01,,131400.72,12,15768.09,147168.81,100000118785,E010,Paid,0,none
INV01083,V014/2025/01083,V014,2025-02-21,PO00172,283731.5,28,79444.82,363176.32,100000110866,E008,Paid,0,none
INV01084,V003/2025/01084,V003,2025-10-30,PO00064,470337.66,5,23516.88,493854.54,100000023757,E010,Paid,1,threshold_avoidance
INV01085,V005/2025/01085,V005,2025-09-28,,170743.92,18,30733.91,201477.83,100000039595,E004,Paid,0,none
INV01086,V003/2025/01086,V003,2025-07-22,PO00064,205908.36,5,10295.42,216203.78,100000023757,E005,Pending,0,none
INV01087,V019/2025/00880A,V010,2025-06-07,PO00340,1234844.83,5,61742.24,1296587.07,100000079190,E008,Pending,1,near_duplicate
INV01088,V028/2025/01088,V028,2025-09-15,,203135.11,18,36564.32,239699.43,100000221732,E019,Paid,0,none
INV01089,V020/2025/01089,V020,2025-08-30,,364867.16,5,18243.36,383110.52,100000158380,E002,Pending,1,po_overbilling
INV01090,V022/2026/01090,V022,2026-03-05,PO00125,302089.5,28,84585.06,386674.56,100000174218,E004,Paid,0,none
INV01091,V003/2025/01091,V003,2025-11-26,PO00105,210295.18,5,10514.76,220809.94,100000023757,E005,Paid,0,none
INV01092,V018/2025/01092,V018,2025-04-23,PO00221,496442.99,12,59573.16,556016.15,100000142542,E014,Pending,1,po_overbilling
INV01093,V021/2026/01093,V021,2026-02-09,,141396.99,28,39591.16,180988.15,100000166299,E006,Pending,0,none
INV01094,V012/2025/01094,V012,2025-09-27,PO00104,77122.27,18,13882.01,91004.28,100000095028,E016,Paid,0,none
INV01095,V016/2026/01095,V016,2026-04-28,,270618.84,5,13530.94,284149.78,100000126704,E015,Pending,0,none
INV01096,V028/2026/01096,V028,2026-03-02,PO00292,223254.47,18,40185.8,263440.27,100000221732,E003,Paid,0,none
INV01097,V010/2025/00904,V014,2026-03-14,PO00493,309622.29,5,15481.11,325103.4,100000110866,E020,Paid,1,duplicate
INV01098,V007/2026/01098,V007,2026-01-06,PO00412,694204.13,18,124956.74,819160.87,100000055433,E002,Paid,0,none
INV01099,V026/2025/01099,V026,2025-06-23,PO00152,545460.95,12,65455.31,610916.26,100000205894,E004,Pending,0,none
INV01100,V026/2025/01100,V026,2025-09-28,PO00269,326560.91,12,39187.31,365748.22,100000205894,E001,Paid,0,none
INV01101,V020/2026/01101,V020,2026-06-11,,152845.0,12,18341.4,171186.4,100000158380,E013,Paid,1,gst_mismatch
INV01102,V007/2025/01102,V007,2025-11-16,,335574.74,18,60403.45,395978.19,100000055433,E013,Paid,0,none
INV01103,V008/2025/01103,V008,2025-02-06,,412067.39,28,115378.87,527446.26,100000063352,E009,Paid,0,none
INV01104,V008/2025/01104,V008,2025-09-09,PO00155,250223.12,28,70062.47,320285.59,100000063352,E010,Paid,0,none
INV01105,V017/2025/01105,V017,2025-09-04,,97912.12,28,27415.39,125327.51,100000134623,E007,Paid,0,none
INV01106,V005/2026/01106,V005,2026-04-17,PO00308,219933.38,18,39588.01,259521.39,100000039595,E002,Paid,0,none
INV01107,V030/2025/01107,V030,2025-08-13,,349973.53,5,17498.68,367472.21,100000237570,E020,Paid,0,none
INV01108,V022/2025/01108,V022,2025-08-20,PO00317,434321.63,28,121610.06,555931.69,100000174218,E008,Paid,0,none
INV01109,V013/2025/01109,V013,2025-02-24,PO00215,667597.03,12,80111.64,747708.67,100000102947,E019,Paid,0,none
INV01110,V016/2025/01110,V016,2025-10-06,,233756.01,5,11687.8,245443.81,100000126704,E019,Paid,0,none
INV01111,V019/2025/01111,V019,2025-05-06,PO00180,348115.77,28,97472.42,445588.19,100000150461,E009,Paid,0,none
INV01112,V007/2025/01112,V007,2025-01-28,PO00488,572571.07,18,103062.79,675633.86,100000055433,E006,Paid,0,none
INV01113,V020/2025/01113,V020,2025-07-13,PO00020,156002.45,5,7800.12,163802.57,100000158380,E005,Paid,0,none
INV01114,V009/2026/01114,V009,2026-01-13,PO00252,452010.48,12,54241.26,506251.74,100000071271,E011,Pending,0,none
INV01115,V019/2025/01115,V019,2025-04-11,PO00225,389844.91,28,109156.58,499001.49,100000150461,E004,Paid,0,none
INV01116,V027/2025/01116,V027,2025-04-18,PO00310,189303.49,5,9465.17,198768.66,100000213813,E008,Paid,0,none
INV01117,V006/2025/01117,V006,2025-07-21,,260411.37,5,13020.57,273431.94,100000047514,E003,Paid,0,none
INV01118,V019/2025/01118,V019,2025-10-25,PO00435,301015.73,28,84284.4,385300.13,100000150461,E001,Pending,0,none
INV01119,V004/2025/01119,V004,2025-02-14,PO00076,101116.33,18,18200.94,119317.27,100000031676,E001,Paid,0,none
INV01120,V024/2025/00784,V016,2025-04-22,PO00207,320549.54,28,89753.87,410303.41,100000126704,E003,Pending,1,duplicate
INV01121,V012/2025/01121,V012,2025-10-09,PO00219,158930.95,18,28607.57,187538.52,100000095028,E016,Paid,0,none
INV01122,V014/2025/01122,V014,2025-08-29,,144005.8,28,40321.63,184327.43,100000110866,E002,Paid,0,none
INV01123,V004/2025/01123,V004,2025-11-29,,77787.16,18,14001.69,91788.85,100117642343,E007,Paid,1,bank_account_change
INV01124,V016/2025/01124,V016,2025-01-13,PO00048,159955.03,5,7997.75,167952.78,100000126704,E019,Paid,0,none
INV01125,V028/2026/01125,V028,2026-05-11,PO00087,297956.41,18,53632.15,351588.56,100000221732,E003,Paid,0,none
INV01126,V013/2025/01126,V013,2025-11-17,PO00484,379590.68,12,45550.88,425141.56,100000102947,E011,Paid,0,none
INV01127,V027/2025/01127,V027,2025-05-11,,93043.96,5,4652.2,97696.16,100000213813,E018,Pending,0,none
INV01128,V018/2026/01128,V018,2026-03-11,PO00220,298235.0,12,35788.2,334023.2,100000142542,E017,Paid,0,none
INV01129,V016/2025/01129,V016,2025-01-05,PO00326,245259.03,5,12262.95,257521.98,100000126704,E010,Pending,0,none
INV01130,V021/2025/01130,V021,2025-09-20,PO00116,107298.79,28,30043.66,137342.45,100000166299,E019,Pending,0,none
INV01131,V023/2025/01131,V023,2025-02-22,PO00115,59550.4,18,10719.07,70269.47,100000182137,E010,Pending,0,none
INV01132,V022/2026/01132,V022,2026-01-31,PO00244,278301.12,28,77924.31,356225.43,100000174218,E004,Pending,0,none
INV01133,V013/2025/01133,V013,2025-07-11,,224911.78,12,26989.41,251901.19,100000102947,E018,Paid,0,none
INV01134,V008/2025/01134,V008,2025-08-03,,569502.07,28,159460.58,728962.65,100000063352,E016,Paid,0,none
INV01135,V018/2025/01135,V018,2025-01-04,PO00095,495574.77,12,59468.97,555043.74,100000142542,E003,Paid,0,none
INV01136,V002/2025/01136,V002,2025-07-06,PO00193,328713.81,28,92039.87,420753.68,100000015838,E009,Paid,0,none
INV01137,V024/2025/01137,V024,2025-01-03,PO00408,216674.63,28,60668.9,277343.53,100000190056,E015,Paid,0,none
INV01138,V030/2025/01138,V030,2025-01-11,PO00464,927735.16,5,46386.76,974121.92,100000237570,E010,Paid,0,none
INV01139,V010/2025/01139,V010,2025-11-07,PO00002,701497.91,5,35074.9,736572.81,100000079190,E017,Pending,0,none
INV01140,V005/2025/01140,V005,2025-09-10,PO00300,68469.23,18,12324.46,80793.69,100000039595,E006,Pending,0,none
INV01141,V019/2026/00803A,V003,2025-05-22,PO00154,325693.55,5,16284.68,341978.23,100000023757,E007,Paid,1,near_duplicate
INV01142,V018/2026/01142,V018,2026-05-20,PO00012,337113.01,12,40453.56,377566.57,100000142542,E018,Pending,0,none
INV01143,V023/2025/01143,V023,2025-01-06,PO00445,71674.77,18,12901.46,84576.23,100000182137,E016,Rejected,0,none
INV01144,V005/2025/01144,V005,2025-09-09,PO00204,249119.09,18,44841.44,293960.53,100000039595,E001,Paid,0,none
INV01145,V011/2025/01145,V011,2025-02-04,PO00236,339632.89,28,95097.21,434730.1,100000087109,E007,Paid,0,none
INV01146,V030/2025/01146,V030,2025-07-03,PO00464,721563.65,5,36078.18,757641.83,100000237570,E003,Paid,0,none
INV01147,V007/2025/01147,V007,2025-06-05,PO00054,363124.65,18,65362.44,428487.09,100000055433,E002,Pending,1,po_overbilling
INV01148,V009/2025/01148,V009,2025-04-02,PO00045,564550.72,12,67746.09,632296.81,100000071271,E011,Paid,0,none
INV01149,V028/2025/01149,V028,2025-05-27,,140514.29,18,25292.57,165806.86,100000221732,E015,Pending,0,none
INV01150,V027/2025/01150,V027,2025-05-19,PO00283,172587.94,5,8629.4,181217.34,100000213813,E014,Paid,0,none
INV01151,V002/2026/01151,V002,2026-05-21,PO00242,694320.73,28,194409.8,888730.53,100000015838,E015,Pending,0,none
INV01152,V009/2025/01152,V009,2025-02-12,PO00032,311502.82,12,37380.34,348883.16,100000071271,E019,Paid,0,none
INV01153,V021/2025/01153,V021,2025-11-09,PO00116,202233.15,28,56625.28,258858.43,100000166299,E003,Paid,0,none
INV01154,V027/2025/01154,V027,2025-03-05,PO00217,138065.91,5,6903.3,144969.21,100000213813,E003,Paid,0,none
INV01155,V022/2026/01155,V022,2026-02-13,,220583.46,28,61763.37,282346.83,100000174218,E012,Paid,0,none
INV01156,V016/2025/01156,V016,2025-10-12,PO00251,219020.98,5,10951.05,229972.03,100000126704,E001,Paid,0,none
INV01157,V007/2025/01157,V007,2025-04-17,,384163.2,18,69149.38,453312.58,100000055433,E013,Paid,0,none
INV01158,V014/2026/01158,V014,2026-03-16,PO00163,151562.52,28,42437.51,194000.03,100000110866,E008,Pending,0,none
INV01159,V011/2026/01159,V011,2026-02-02,,259380.09,28,72626.43,332006.52,100000087109,E010,Paid,0,none
INV01160,V008/2025/01160,V008,2025-10-02,PO00329,359582.7,28,100683.16,460265.86,100000063352,E007,Paid,0,none
INV01161,V010/2026/01161,V010,2026-06-12,PO00443,238456.81,5,11922.84,250379.65,100000079190,E017,Paid,0,none
INV01162,V030/2025/01162,V030,2025-02-19,PO00077,405107.63,12,48612.92,453720.55,100000237570,E009,Paid,1,gst_mismatch
INV01163,V030/2025/01163,V030,2025-07-22,PO00324,518216.51,5,25910.83,544127.34,100000237570,E006,Pending,0,none
INV01164,V005/2025/01164,V005,2025-04-29,PO00356,149355.65,18,26884.02,176239.67,100000039595,E003,Paid,0,none
INV01165,V013/2025/01165,V013,2025-08-16,,723848.49,12,86861.82,810710.31,100000102947,E006,Paid,0,none
INV01166,V016/2025/01166,V016,2025-08-09,PO00439,398792.16,5,19939.61,418731.77,100000126704,E007,Paid,0,none
INV01167,V018/2025/01167,V018,2025-07-01,PO00315,443365.5,12,53203.86,496569.36,100122361285,E017,Paid,1,bank_account_change
INV01168,V009/2026/01168,V009,2026-05-02,PO00299,235688.82,12,28282.66,263971.48,100000071271,E005,Pending,0,none
INV01169,V012/2025/01169,V012,2025-12-21,,145540.25,18,26197.25,171737.5,100000095028,E014,Pending,0,none
INV01170,V021/2026/01170,V021,2026-02-28,PO00072,108913.44,28,30495.76,139409.2,100000166299,E005,Paid,0,none
INV01171,V010/2025/01171,V010,2025-01-29,,448878.92,5,22443.95,471322.87,100000079190,E016,Pending,0,none
INV01172,V012/2025/01172,V012,2025-07-01,PO00202,81432.17,18,14657.79,96089.96,100000095028,E015,Paid,1,threshold_avoidance
INV01173,V029/2025/01173,V029,2025-04-03,,252554.01,12,30306.48,282860.49,100000229651,E019,Paid,0,none
INV01174,V010/2025/01174,V010,2025-10-08,PO00118,413860.38,5,20693.02,434553.4,100000079190,E011,Paid,0,none
INV01175,V024/2025/01175,V024,2025-10-18,PO00436,204357.97,28,57220.23,261578.2,100000190056,E020,Paid,0,none
INV01176,V024/2025/01176,V024,2025-03-14,PO00003,118670.56,28,33227.76,151898.32,100000190056,E007,Paid,0,none
INV01177,V024/2026/01177,V024,2026-05-25,,366752.07,28,102690.58,469442.65,100000190056,E017,Rejected,0,none
INV01178,V015/2025/01178,V015,2025-06-21,PO00275,300763.25,12,36091.59,336854.84,100000118785,E005,Paid,0,none
INV01179,V002/2025/01179,V002,2025-07-02,PO00271,386128.65,28,108116.02,494244.67,100000015838,E003,Paid,0,none
INV01180,V014/2025/01180,V014,2025-12-20,PO00024,205975.06,28,57673.02,263648.08,100000110866,E012,Pending,0,none
INV01181,V017/2025/01181,V017,2025-06-20,,79497.73,28,22259.37,101757.1,100000134623,E005,Pending,0,none
INV01182,V011/2025/01182,V011,2025-09-12,PO00093,382241.69,28,107027.67,489269.36,100000087109,E010,Pending,0,none
INV01183,V027/2025/01183,V027,2025-07-17,PO00068,225691.23,5,11284.56,236975.79,100000213813,E017,Paid,0,none
INV01184,V014/2026/01184,V014,2026-01-22,PO00113,194207.55,28,54378.11,248585.66,100000110866,E010,Paid,0,none
INV01185,V015/2025/01185,V015,2025-02-01,PO00044,188527.34,12,22623.28,211150.62,100000118785,E020,Paid,0,none
INV01186,V004/2025/01186,V004,2025-10-12,PO00390,38150.48,18,6867.09,45017.57,100000031676,E009,Paid,0,none
INV01187,V019/2026/01187,V019,2026-04-18,PO00231,426734.89,28,119485.77,546220.66,100000150461,E018,Paid,0,none
INV01188,V010/2026/01188,V010,2026-01-31,PO00309,303238.58,5,15161.93,318400.51,100000079190,E013,Paid,0,none
INV01189,V026/2025/01189,V026,2025-01-12,PO00160,306593.53,12,36791.22,343384.75,100000205894,E008,Paid,0,none
INV01190,V012/2025/01190,V012,2025-07-28,PO00322,95325.47,18,17158.58,112484.05,100000095028,E001,Pending,0,none
INV01191,V003/2025/01191,V003,2025-12-22,,196997.24,5,9849.86,206847.1,100000023757,E012,Pending,0,none
INV01192,V025/2025/01192,V025,2025-02-22,PO00492,243594.55,12,29231.35,272825.9,100000197975,E010,Pending,0,none
INV01193,V007/2025/01193,V007,2025-07-30,PO00184,2542455.75,18,457642.03,3000097.78,100000055433,E016,Paid,1,amount_anomaly
INV01194,V010/2025/01194,V010,2025-02-20,PO00002,228953.01,5,11447.65,240400.66,100000079190,E020,Paid,0,none
INV01195,V024/2025/01195,V024,2025-03-02,PO00334,250517.77,28,70144.98,320662.75,100000190056,E010,Paid,0,none
INV01196,V021/2026/01196,V021,2026-05-02,PO00122,139074.14,28,38940.76,178014.9,100000166299,E012,Paid,0,none
INV01197,V009/2025/01197,V009,2025-06-01,PO00011,490430.55,12,58851.67,549282.22,100000071271,E018,Paid,0,none
INV01198,V013/2026/01198,V013,2026-05-02,PO00484,329826.3,12,39579.16,369405.46,100000102947,E012,Pending,0,none
INV01199,V001/2025/01199,V001,2025-07-12,PO00262,91810.72,12,11017.29,102828.01,100000007919,E017,Paid,0,none
INV01200,V015/2025/01200,V015,2025-11-08,,365471.62,12,43856.59,409328.21,100000118785,E002,Paid,0,none
INV01201,V016/2026/01201,V016,2026-03-21,PO00237,191785.3,5,9589.26,201374.56,100000126704,E008,Paid,0,none
INV01202,V012/2025/01202,V012,2025-07-23,PO00202,89198.27,18,16055.69,105253.96,100000095028,E006,Paid,1,po_overbilling
INV01203,V003/2025/01203,V003,2025-02-20,PO00453,187635.54,5,9381.78,197017.32,100000023757,E011,Pending,0,none
INV01204,V014/2025/01204,V014,2025-07-20,PO00024,502465.14,28,140690.24,643155.38,100000110866,E007,Paid,0,none
INV01205,V005/2025/01205,V005,2025-04-17,PO00270,110557.96,18,19900.43,130458.39,100000039595,E013,Rejected,0,none
INV01206,V017/2025/01206,V017,2025-03-26,PO00456,60664.66,28,16986.11,77650.77,100000134623,E020,Paid,0,none
INV01207,V026/2025/01207,V026,2025-01-12,PO00368,344859.16,12,41383.1,386242.26,100000205894,E008,Pending,0,none
INV01208,V027/2025/01208,V027,2025-08-16,PO00466,240084.13,5,12004.21,252088.34,100000213813,E014,Pending,0,none
INV01209,V003/2025/01209,V003,2025-02-25,PO00208,232273.99,5,11613.7,243887.69,100000023757,E007,Paid,0,none
INV01210,V004/2025/01210,V004,2025-04-12,,36805.13,18,6624.92,43430.05,100000031676,E012,Paid,0,none
INV01211,V030/2025/01211,V030,2025-06-21,PO00238,438442.75,5,21922.14,460364.89,100000237570,E019,Paid,0,none
INV01212,V015/2025/01212,V015,2025-01-09,PO00297,413360.46,12,49603.25,462963.71,100000118785,E015,Pending,0,none
INV01213,V023/2025/01213,V023,2025-11-08,,55340.84,18,9961.35,65302.19,100000182137,E010,Pending,0,none
INV01214,V019/2025/01214,V019,2025-03-28,PO00188,574863.49,28,160961.78,735825.27,100000150461,E019,Paid,0,none
INV01215,V027/2026/01215,V027,2026-01-24,PO00389,130742.79,5,6537.14,137279.93,100000213813,E018,Rejected,0,none
INV01216,V022/2025/01216,V022,2025-11-18,PO00417,340956.63,28,95467.86,436424.49,100000174218,E006,Pending,0,none
INV01217,V012/2025/01217,V012,2025-07-05,PO00498,65659.83,18,11818.77,77478.6,100000095028,E020,Pending,0,none
INV01218,V030/2025/01218,V030,2025-03-16,PO00159,206951.34,5,10347.57,217298.91,100000237570,E007,Paid,0,none
INV01219,V018/2025/01219,V018,2025-04-28,,813867.51,12,97664.1,911531.61,100000142542,E005,Paid,1,missing_po
INV01220,V004/2025/01220,V004,2025-10-10,PO00378,50092.29,18,9016.61,59108.9,100000031676,E010,Paid,1,po_overbilling
INV01221,V021/2025/01221,V021,2025-10-08,PO00027,189931.86,28,53180.92,243112.78,100000166299,E012,Rejected,0,none
INV01222,V021/2025/01222,V021,2025-05-02,PO00027,103446.31,28,28964.97,132411.28,100000166299,E003,Pending,0,none
INV01223,V022/2026/01223,V022,2026-06-04,PO00135,542676.01,28,151949.28,694625.29,100000174218,E014,Pending,0,none
INV01224,V004/2026/01224,V004,2026-03-05,,46522.77,18,8374.1,54896.87,100000031676,E002,Pending,0,none
INV01225,V022/2026/01225,V022,2026-03-02,PO00036,351990.8,28,98557.42,450548.22,100000174218,E006,Paid,0,none
INV01226,V019/2025/01226,V019,2025-02-04,PO00188,265366.37,28,74302.58,339668.95,100000150461,E020,Paid,0,none
INV01227,V025/2025/01227,V025,2025-11-09,,658728.59,12,79047.43,737776.02,100000197975,E019,Rejected,0,none
INV01228,V001/2025/01228,V001,2025-10-09,PO00153,60020.63,12,7202.48,67223.11,100000007919,E016,Paid,0,none
INV01229,V020/2025/01229,V020,2025-05-23,,222653.77,5,11132.69,233786.46,100000158380,E017,Paid,0,none
INV01230,V023/2026/01230,V023,2026-02-04,PO00166,95896.14,18,17261.31,113157.45,100000182137,E009,Pending,0,none
INV01231,V003/2026/01231,V003,2026-03-11,PO00359,277221.09,5,13861.05,291082.14,100000023757,E015,Paid,0,none
INV01232,V027/2025/01232,V027,2025-11-15,,196786.56,5,9839.33,206625.89,100000213813,E015,Pending,0,none
